0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,target
0.18362607507865628,0.07544380315248833,0.07650205316405666,0.6131281717315125,0.6092306753138561,-0.23123773706293477,-0.12552596013575715,0.2684240324800381,-0.17260322276454623,-0.2828649097037439,-0.4580787776444673,-0.2005483183070248,-0.04312693473882514,0.015440863544076585,-0.09625426959586275,0.3205154161504451,0.175
0.012795613837003691,0.02654239659174998,0.01134984166698091,0.40559028898961635,0.42280028043196616,-0.23101464376783568,0.12119576745708863,-0.15960674417105825,0.038866044059915644,0.10679346047411467,-0.13818583002648194,-0.09188902890109142,0.13612690737289437,0.04321062972721273,0.06605912666875954,0.17752093325802798,0.6759999999999999
0.03428703298313286,-0.054795582156457294,0.12322541915130407,0.2776899047962114,0.43132011956366856,-0.17538425987214198,0.07299209704373721,-0.18994506863767505,0.11521869550327891,0.1572523932531479,-0.12275858034973765,-0.057049846911094,0.1819335532180796,0.04295645797019557,0.1606924523757996,0.14811488226905178,0.633
0.14190623286235085,-0.08913600213407573,0.07856500387232498,0.2629406598431792,0.43319374052043896,-0.2644815670969946,0.07570209043714471,-0.1090592139371318,0.12891937791221839,0.15256446580002,-0.15409210173343754,-0.07230332192213756,0.17665409883016142,0.031157719900999418,0.07701333275962267,0.06767893823094201,0.20600000000000002
0.14374911682650365,0.009386116003014042,0.2469907070379021,0.17116479560723943,0.3274956747556936,-0.3214931757878973,0.08795045258591357,0.07766452483427898,0.10591673427358701,0.10347363098403414,-0.11435860285529792,-0.06349953656968234,0.14193296378311174,0.11590915376045902,0.15713850440598162,0.029205276752345362,0.384
-0.0538260552728595,-0.012967162970253767,-0.01210840642941637,0.4004060216604213,0.3683368214823864,-0.2040435474239199,0.07391151468056496,-0.03158878945260185,0.08341787450736489,0.04443929696617318,-0.16372936560928314,-0.05302253192017789,0.15194700842124825,0.018092870035740536,0.08453191209733996,0.03481561497815888,0.06
-0.06907213507328235,-0.05894640143961284,0.053455089192727186,0.36463542413405925,0.4170076911073857,-0.18842295629095643,0.12481965950577902,0.027754011212935626,0.08096127275088479,0.06076014108929042,-0.15180730809973217,0.014058779868029522,0.2351132437406141,0.07548274643176058,0.12045911099578532,0.06245193788934213,0.415
-0.0905790884863948,-0.09336286582876281,0.1097139408610346,0.3370358800788205,0.4123773110754559,-0.11967325146452999,0.12030741053270261,-0.03900200441933971,0.06258746252553425,0.07497727046292722,-0.14109367752990104,0.02691571304501766,0.24439287706097218,0.09045793529678485,0.12271886720101129,0.03873574240523692,0.609
-0.026417147852621514,-0.062025892171409525,0.2681558561755693,0.14663341227729257,0.3473274478980557,-0.21894733604861177,0.061726678756156284,0.0906157989877279,0.002079164066253725,0.1752501522597025,-0.05973995234259442,-0.09380109974856474,0.08349122602602711,0.14256895644886206,0.12309328493740121,0.029371331155987997,0.981
-0.32783372530184746,0.14107831246218774,0.271004707497627,0.11739134456091208,0.26336595280772257,-0.1591135903955992,0.09301939419398782,0.09356586806724834,-0.044701660385406655,0.07092331469382845,-0.10732481198959772,-0.05004464427255008,0.059232756597714216,0.09892261074527245,0.1798300471329805,0.06174567355021752,0.818
-0.43006436639506446,0.307483976313264,0.20378418785871572,0.15150026938171737,0.20343536460009257,-0.015482809886844463,0.09161188356435926,0.031159371919258497,-0.15231608419475412,0.0692149783553705,-0.11992162716539383,-0.042809627254842275,0.06550017305662127,0.09287505624182471,0.15890175939093812,0.07048598435987083,0.877
-0.3270853984344905,0.3581885437757914,0.4570360989687444,-0.0008009707714591842,0.18312313514994463,-0.014551590693046283,-0.08052207817118938,0.26104305198054284,-0.02883327639742439,0.08358280548507033,-0.21074463138898406,-0.028159995638949945,0.12000760461904791,0.15581656768170135,0.20863395297856546,0.09937056721899179,1.077
0.20854559564052413,0.654480143961326,0.4163720308266846,0.01788487330033477,-0.060708798446697854,0.29936872020652056,-0.015914967398568434,0.21161439869344797,0.1934361236426119,0.013866623401843498,-0.1424631087150167,-0.09665768406084332,0.04931607287775915,0.22495368324488405,0.08118545795616527,0.15398615523149434,-1.099
0.2684670576177419,0.754832149438637,0.20227444311628898,0.2569624943497368,-0.11248288806977969,0.19859310128785973,0.03185596117383697,0.20510236389764558,0.1473669336505552,-0.08953736680657665,-0.14402557948230296,0.022674396309828017,-0.11738022277220661,0.22892808210011753,-0.05482711192041363,0.1682202776129387,-1.656
